ACSF1,0.91,0.23641584813594818,0.293938547372818
Adiac,0.8209718670076727,0.08394522964954376,0.32504983991384506
AllGestureWiimoteX,0.6828571428571428,0.16518951952457428,0.29018673673272133
AllGestureWiimoteY,0.7157142857142857,0.18433906510472298,0.3369859308004379
AllGestureWiimoteZ,0.68,0.17160652950406075,0.32616961747407913
ArrowHead,0.8571428571428571,0.10348186269402504,0.11690117418766022
BME,1.0,0.12661850452423096,0.13640744611620903
Beef,0.8666666666666667,0.12919284775853157,0.13832881674170494
BeetleFly,0.85,0.13685717433691025,0.1443251147866249
BirdChicken,0.9,0.13646231964230537,0.15024032071232796
CBF,0.9988888888888889,0.07686110958456993,0.08648747578263283
Car,0.9166666666666666,0.1257515586912632,0.14117436856031418
Chinatown,0.9854227405247813,0.17113357409834862,0.17919978499412537
ChlorineConcentration,0.7677083333333333,0.3498956821858883,0.6954666897654533
CinCECGTorso,0.8652173913043478,0.5640325807034969,0.5885201431810856
Coffee,1.0,0.11457883566617966,0.12954609841108322
Computers,0.7,0.14624741673469543,0.23671844601631165
CricketX,0.8128205128205128,0.10631241649389267,0.2983834706246853
CricketY,0.8256410256410256,0.11306880041956902,0.29882679879665375
CricketZ,0.8307692307692308,0.11656710505485535,0.3460445888340473
Crop,0.7499404761904762,0.7838299870491028,39.33353928476572
DiatomSizeReduction,0.9281045751633987,0.08897001296281815,0.09638846665620804
DistalPhalanxOutlineAgeGroup,0.7410071942446043,0.09703642129898071,0.32189932465553284
DistalPhalanxOutlineCorrect,0.7753623188405797,0.06255779787898064,0.39717496931552887
DistalPhalanxTW,0.7050359712230215,0.12155415117740631,0.3624909743666649
DodgerLoopDay,0.65,0.11764916032552719,0.14416256919503212
DodgerLoopGame,0.8623188405797102,0.1332012340426445,0.14140619710087776
DodgerLoopWeekend,0.9855072463768116,0.11319176852703094,0.1206769347190857
ECG200,0.91,0.11603551357984543,0.22311875596642494
ECG5000,0.9448888888888889,0.2656198740005493,0.5706165991723537
ECGFiveDays,1.0,0.0691625252366066,0.07690548524260521
EOGHorizontalSignal,0.6022099447513812,0.2895668111741543,0.5573137477040291
EOGVerticalSignal,0.5497237569060773,0.27555252239108086,0.4402309022843838
Earthquakes,0.7482014388489209,0.13880888000130653,0.25619231909513474
ElectricDevices,0.7331085462326546,0.5757011100649834,63.59193578362465
EthanolLevel,0.596,0.43992142379283905,0.7450196743011475
FaceAll,0.808284023668639,0.13283437490463257,0.41245876625180244
FaceFour,0.9886363636363636,0.19219477474689484,0.19981462135910988
FacesUCR,0.9575609756097561,0.2106245793402195,0.3298680707812309
FiftyWords,0.8461538461538461,0.19398516789078712,0.46403032541275024
Fish,0.9771428571428571,0.1014605201780796,0.1754160337150097
FordA,0.9515151515151515,0.5289180465042591,7.6662392765283585
FordB,0.8197530864197531,0.47578611224889755,8.123571243137121
FreezerRegularTrain,0.9996491228070176,0.2716411277651787,0.32459696754813194
FreezerSmallTrain,0.9698245614035088,0.2481396310031414,0.2570919059216976
Fungi,1.0,0.09606847167015076,0.10355788841843605
GestureMidAirD1,0.7461538461538462,0.08865933492779732,0.19799358770251274
GestureMidAirD2,0.6307692307692307,0.08005383983254433,0.16382500901818275
GestureMidAirD3,0.4307692307692308,0.08452249318361282,0.17591165378689766
GesturePebbleZ1,0.9127906976744186,0.09966176003217697,0.15111521631479263
GesturePebbleZ2,0.8607594936708861,0.0937633104622364,0.14163382351398468
GunPoint,0.9933333333333333,0.11231641843914986,0.12502053752541542
GunPointAgeSpan,0.990506329113924,0.10348739847540855,0.2113640308380127
GunPointMaleVersusFemale,1.0,0.08240628615021706,0.15477436408400536
GunPointOldVersusYoung,1.0,0.06277874857187271,0.11429928615689278
Ham,0.6857142857142857,0.09053044766187668,0.1438022181391716
HandOutlines,0.9378378378378378,0.826201293617487,1.5892174802720547
Haptics,0.5454545454545454,0.19275004044175148,0.26822926849126816
Herring,0.65625,0.11798042058944702,0.1355310045182705
HouseTwenty,0.9663865546218487,0.26858000829815865,0.27828118577599525
InlineSkate,0.4672727272727273,0.47114240750670433,0.5332251265645027
InsectEPGRegularTrain,1.0,0.19543148577213287,0.2297140434384346
InsectEPGSmallTrain,0.9919678714859438,0.19355109333992004,0.2013956382870674
InsectWingbeatSound,0.6616161616161617,0.17883753404021263,0.26917991414666176
ItalyPowerDemand,0.9659863945578231,0.10974255576729774,0.12480548396706581
LargeKitchenAppliances,0.856,0.19497844949364662,0.36964019015431404
Lightning2,0.7377049180327869,0.11899522691965103,0.1342376507818699
Lightning7,0.8082191780821918,0.11603899672627449,0.14522869139909744
Mallat,0.9424307036247335,0.45749184861779213,0.47274624928832054
Meat,0.95,0.10836205631494522,0.12666919082403183
MedicalImages,0.8078947368421052,0.07330849766731262,0.28295353055000305
MelbournePedestrian,0.9589995899959,0.14065450802445412,1.2707530669867992
MiddlePhalanxOutlineAgeGroup,0.6038961038961039,0.10790606588125229,0.3679593801498413
MiddlePhalanxOutlineCorrect,0.845360824742268,0.056986600160598755,0.4571532718837261
MiddlePhalanxTW,0.5324675324675324,0.0977042019367218,0.35020923614501953
MixedShapesRegularTrain,0.9740206185567011,0.560009952634573,0.8963578045368195
MixedShapesSmallTrain,0.951340206185567,0.4678981862962246,0.4995448365807533
MoteStrain,0.9329073482428115,0.08321739360690117,0.09120328724384308
NonInvasiveFetalECGThorax1,0.9450381679389313,0.5916780531406403,2.4883682504296303
NonInvasiveFetalECGThorax2,0.966412213740458,0.5640098974108696,2.508616380393505
OSULeaf,0.9504132231404959,0.12356330826878548,0.22824112325906754
