classifier_name,dataset_name,accuracy
9,CricketX,0.817948718
9,CricketY,0.838461538
9,CricketZ,0.817948718
9,Crop,0.761011905
9,DiatomSizeReduction,0.928104575
9,DistalPhalanxOutlineAgeGroup,0.741007194
9,DistalPhalanxOutlineCorrect,0.764492754
9,DistalPhalanxTW,0.697841727
9,DodgerLoopDay,0.6625
9,DodgerLoopGame,0.862318841
9,DodgerLoopWeekend,0.985507246
9,ECG200,0.92
9,ECG5000,0.944
9,ECGFiveDays,1
9,EOGHorizontalSignal,0.599447514
9,EOGVerticalSignal,0.555248619
9,Earthquakes,0.748201439
9,ElectricDevices,0.740241214
9,EthanolLevel,0.594
9,FaceAll,0.80591716
9,FaceFour,1
9,FacesUCR,0.957073171
9,FiftyWords,0.841758242
9,Fish,0.977142857
9,FordA,0.950757576
9,FordB,0.813580247
9,FreezerRegularTrain,0.999649123
9,FreezerSmallTrain,0.963508772
9,Fungi,1
9,GestureMidAirD1,0.738461538
9,GestureMidAirD2,0.607692308
9,GestureMidAirD3,0.438461538
9,GesturePebbleZ1,0.912790698
9,GesturePebbleZ2,0.841772152
9,GunPoint,0.993333333
9,GunPointAgeSpan,0.996835443
9,GunPointMaleVersusFemale,1
9,GunPointOldVersusYoung,1
9,Ham,0.704761905
9,HandOutlines,0.945945946
9,Haptics,0.545454545
9,Herring,0.6875
9,HouseTwenty,0.974789916
9,InlineSkate,0.458181818
9,InsectEPGRegularTrain,1
9,InsectEPGSmallTrain,0.991967871
9,InsectWingbeatSound,0.664141414
9,ItalyPowerDemand,0.965986395
9,LargeKitchenAppliances,0.853333333
9,Lightning2,0.737704918
9,Lightning7,0.794520548
9,Mallat,0.942857143
9,Meat,0.966666667
9,MedicalImages,0.790789474
9,MelbournePedestrian,1
9,MiddlePhalanxOutlineAgeGroup,0.590909091
9,MiddlePhalanxOutlineCorrect,0.848797251
9,MiddlePhalanxTW,0.551948052
9,MixedShapesRegularTrain,0.97443299
9,MixedShapesSmallTrain,0.950515464
9,MoteStrain,0.92571885
9,NonInvasiveFetalECGThorax1,0.954707379
9,NonInvasiveFetalECGThorax2,1
9,OSULeaf,0.950413223
9,OliveOil,0.933333333
9,PLAID,0.940409683
9,PhalangesOutlinesCorrect,0.834498834
9,Phoneme,0.285864979
9,PickupGestureWiimoteZ,0.86
9,PigAirwayPressure,0.822115385
9,PigArtPressure,0.985576923
9,PigCVP,0.951923077
9,Plane,1
9,PowerCons,0.988888889
9,ProximalPhalanxOutlineAgeGroup,0.853658537
9,ProximalPhalanxOutlineCorrect,0.914089347
9,ProximalPhalanxTW,0.814634146
9,RefrigerationDevices,1
9,Rock,0.82
9,ScreenType,0.469333333
9,SemgHandGenderCh2,1
9,SemgHandMovementCh2,0.688888889
9,SemgHandSubjectCh2,0.891111111
9,ShakeGestureWiimoteZ,0.88
9,ShapeletSim,1
9,ShapesAll,0.921666667
9,SmallKitchenAppliances,0.816
9,SmoothSubspace,0.966666667
9,SonyAIBORobotSurface1,0.890183028
9,SonyAIBORobotSurface2,0.916054565
9,StarLightCurves,0.981423021
9,Strawberry,0.983783784
9,SwedishLeaf,1
9,Symbols,0.979899497
9,SyntheticControl,0.986666667
9,ToeSegmentation1,0.960526316
9,ToeSegmentation2,0.923076923
9,Trace,1
9,TwoLeadECG,0.998244074
9,TwoPatterns,0.99775
9,UMD,1
9,UWaveGestureLibraryAll,0.972361809
9,UWaveGestureLibraryX,0.849246231
9,UWaveGestureLibraryY,0.777498604
9,UWaveGestureLibraryZ,1
9,Wafer,0.999026606
9,Wine,0.925925926
9,WordSynonyms,0.768025078
9,Worms,0.753246753
9,WormsTwoClass,1
9,Yoga,0.915666667
