classifier_name,dataset_name,accuracy
420,CricketZ,0.7461538461538462
420,Crop,0.6969642857142857
420,DiatomSizeReduction,0.9281045751633987
420,DistalPhalanxOutlineAgeGroup,0.7482014388489209
420,DistalPhalanxOutlineCorrect,0.7753623188405797
420,DistalPhalanxTW,0.697841726618705
420,DodgerLoopDay,0.6
420,DodgerLoopGame,0.8768115942028986
420,DodgerLoopWeekend,0.9855072463768116
420,ECG200,0.86
420,ECG5000,0.9422222222222222
420,ECGFiveDays,0.9965156794425087
420,EOGHorizontalSignal,0.5607734806629834
420,EOGVerticalSignal,0.44751381215469616
420,Earthquakes,0.7482014388489209
420,ElectricDevices,0.7023732330437038
420,EthanolLevel,0.49
420,FaceAll,0.7911242603550296
420,FaceFour,0.9659090909090909
420,FacesUCR,0.9234146341463415
420,FiftyWords,0.7428571428571429
420,Fish,0.9714285714285714
420,FordA,0.9356060606060606
420,FordB,0.8098765432098766
420,FreezerRegularTrain,0.9992982456140351
420,FreezerSmallTrain,0.9792982456140351
420,Fungi,0.946236559139785
420,GestureMidAirD1,0.7076923076923077
420,GestureMidAirD2,0.6230769230769231
420,GestureMidAirD3,0.4
420,GesturePebbleZ1,0.8662790697674418
420,GesturePebbleZ2,0.8354430379746836
420,GunPoint,0.9933333333333333
420,GunPointAgeSpan,0.9968354430379747
420,GunPointMaleVersusFemale,1.0
420,GunPointOldVersusYoung,1.0
420,Ham,0.7142857142857143
420,HandOutlines,0.9351351351351351
420,Haptics,0.4967532467532468
420,Herring,0.640625
420,HouseTwenty,0.9495798319327731
420,InlineSkate,0.4254545454545455
420,InsectEPGRegularTrain,1.0
420,InsectEPGSmallTrain,1.0
420,InsectWingbeatSound,0.656060606060606
420,ItalyPowerDemand,0.9659863945578231
420,LargeKitchenAppliances,0.8186666666666667
420,Lightning2,0.7868852459016393
420,Lightning7,0.7945205479452054
420,Mallat,0.9138592750533049
420,Meat,1.0
420,MedicalImages,0.7644736842105263
420,MelbournePedestrian,0.9446494464944649
420,MiddlePhalanxOutlineAgeGroup,0.5974025974025974
420,MiddlePhalanxOutlineCorrect,0.8316151202749141
420,MiddlePhalanxTW,0.5974025974025974
420,MixedShapesRegularTrain,0.9649484536082474
420,MixedShapesSmallTrain,0.937319587628866
420,MoteStrain,0.9273162939297125
420,NonInvasiveFetalECGThorax1,0.9038167938931297
420,NonInvasiveFetalECGThorax2,0.9231552162849873
420,OSULeaf,0.9338842975206612
420,OliveOil,0.8666666666666667
420,PLAID,0.8026070763500931
420,PhalangesOutlinesCorrect,0.8053613053613053
420,Phoneme,0.2478902953586498
420,PickupGestureWiimoteZ,0.78
420,PigAirwayPressure,0.41346153846153844
420,PigArtPressure,0.9663461538461539
420,PigCVP,0.8701923076923077
420,Plane,1.0
420,PowerCons,0.9555555555555556
420,ProximalPhalanxOutlineAgeGroup,0.8634146341463415
420,ProximalPhalanxOutlineCorrect,0.8625429553264605
420,ProximalPhalanxTW,0.8048780487804879
420,RefrigerationDevices,0.49866666666666665
420,Rock,0.8
420,ScreenType,0.45866666666666667
420,SemgHandGenderCh2,0.8566666666666667
420,SemgHandMovementCh2,0.6133333333333333
420,SemgHandSubjectCh2,0.84
420,ShakeGestureWiimoteZ,0.86
420,ShapeletSim,0.9944444444444445
420,ShapesAll,0.875
420,SmallKitchenAppliances,0.8133333333333334
